dataset,variant,brier,roc_auc,avg_precision
Bank Marketing,rf_uncalibrated,0.05572577773461527,0.9465540828688205,0.6702237863812681
Bank Marketing,lr_isotonic,0.05823913862467336,0.9422584093473675,0.6224662616126969
Bank Marketing,lr_sigmoid,0.06057285709856324,0.9422507198846675,0.6236685736960356
Bank Marketing,lr_uncalibrated,0.060599522338099863,0.9422534560124994,0.6233877503455088
